,country,status,life_expectancy,infant_deaths,alcohol,hepatitis_b,measles,polio,total_expenditure,diphtheria,hiv_aids,gdp,thinness_1_19_years,schooling,bmi,percentage_expenditure,adult_mortality,year,population
1526,Lithuania,Developed,72.8,0.0,12.66,95.0,7,92.0,6.86,92.0,0.1,14376.9478643932,2.7,16.7,6.5,1758.822757,18.0,2011,328115.0
1527,Lithuania,Developed,72.4,0.0,12.9,94.0,2,95.0,7.9,95.0,0.1,11987.508411647,2.8,16.8,6.0,1423.802386,188.0,2010,397282.0
1528,Lithuania,Developed,72.2,0.0,12.4,95.0,0,98.0,7.53,98.0,0.1,11820.7761591359,2.8,16.6,59.7,1446.529217,192.0,2009,3162916.0
1529,Lithuania,Developed,71.1,0.0,13.3,96.0,1,96.0,6.61,96.0,0.1,14944.996652175,2.9,16.5,59.3,1888.149904,224.0,2008,3198231.0
1530,Lithuania,Developed,72.0,0.0,13.4,96.0,0,95.0,6.22,95.0,0.1,12285.4470537014,2.9,16.4,59.0,1581.511914,24.0,2007,3231294.0
1531,Lithuania,Developed,76.0,0.0,12.7,95.0,1,94.0,6.2,94.0,0.1,9230.70798102521,3.0,16.4,58.7,116.504961,229.0,2006,326999.0
1532,Lithuania,Developed,78.0,0.0,12.3,95.0,1,93.0,5.83,94.0,0.1,7854.76527867855,3.0,16.2,58.4,913.699529,222.0,2005,3322528.0
1533,Lithuania,Developed,71.6,0.0,12.1,94.0,1,90.0,5.67,94.0,0.1,6700.32719189382,3.1,16.3,58.1,76.36187737,24.0,2004,337775.0
1534,Lithuania,Developed,71.6,0.0,11.29,95.0,1,91.0,6.46,94.0,0.1,5499.42898911387,3.2,15.8,57.8,80.99710054,22.0,2003,3415213.0
1535,Lithuania,Developed,71.4,0.0,11.0,94.0,103,97.0,6.4,95.0,0.1,4141.59270180102,3.3,15.3,57.5,561.9168642,22.0,2002,344367.0
1536,Lithuania,Developed,71.2,0.0,10.2,95.0,7,97.0,6.26,95.0,0.1,3525.79363185461,3.3,14.7,57.2,42.87208671,21.0,2001,347818.0
1537,Lithuania,Developed,71.6,0.0,9.87,98.0,19,92.0,6.46,94.0,0.1,3293.22997867086,3.4,14.0,56.9,373.2605532,2.0,2000,3499536.0
1539,Luxembourg,Developed,81.7,0.0,11.12,94.0,0,99.0,6.94,99.0,0.1,118823.648368575,1.0,13.9,6.9,16255.16198,65.0,2014,556319.0
1540,Luxembourg,Developed,81.4,0.0,11.02,94.0,0,99.0,7.1,99.0,0.1,113625.13289956,0.9,13.9,6.5,15515.75234,68.0,2013,54336.0
1541,Luxembourg,Developed,81.1,0.0,11.34,94.0,2,99.0,7.18,99.0,0.1,106749.013622989,0.9,13.9,6.1,2284.58215,7.0,2012,53946.0
1542,Luxembourg,Developed,88.0,0.0,11.5,95.0,6,96.0,7.34,99.0,0.1,115761.507705096,0.9,13.9,59.6,17028.52798,72.0,2011,518347.0
1543,Luxembourg,Developed,86.0,0.0,11.36,94.0,0,96.0,7.68,99.0,0.1,104965.306078267,0.9,13.7,59.2,2267.252192,73.0,2010,56953.0
1544,Luxembourg,Developed,83.0,0.0,11.42,95.0,0,96.0,8.11,99.0,0.1,103198.669312625,0.9,13.5,58.8,2052.393076,76.0,2009,497783.0
1545,Luxembourg,Developed,80.0,0.0,11.53,94.0,1,96.0,7.34,99.0,0.1,114293.84332087,0.9,13.5,58.4,18961.3486,8.0,2008,48865.0
1546,Luxembourg,Developed,79.7,0.0,11.75,87.0,0,96.0,6.8,99.0,0.1,106018.492790674,0.9,13.5,57.9,267.051312,82.0,2007,479993.0
1547,Luxembourg,Developed,79.4,0.0,11.98,95.0,8,99.0,7.75,99.0,0.1,89739.7116961301,0.9,13.5,57.5,15345.4907,85.0,2006,472637.0
1548,Luxembourg,Developed,78.8,0.0,11.84,95.0,0,99.0,7.95,99.0,0.1,80289.696409954,1.0,13.5,57.0,1346.246697,9.0,2005,465158.0
1549,Luxembourg,Developed,78.7,0.0,12.42,94.0,0,99.0,8.2,99.0,0.1,75716.3510789884,1.0,13.5,56.4,12372.05188,92.0,2004,45895.0
1550,Luxembourg,Developed,78.6,0.0,12.61,95.0,1,99.0,7.67,98.0,0.1,65445.8850307407,1.0,13.6,55.8,10111.38928,92.0,2003,45163.0
1551,Luxembourg,Developed,78.3,0.0,12.91,95.0,0,99.0,8.27,99.0,0.1,52930.6411522641,1.0,13.5,55.2,910.5062778,95.0,2002,446175.0
1552,Luxembourg,Developed,78.0,0.0,12.89,86.0,0,99.0,7.4,99.0,0.1,48179.4208526047,1.0,13.4,54.6,7877.33656,96.0,2001,441525.0
1553,Luxembourg,Developed,77.8,0.0,13.14,77.0,0,99.0,7.48,99.0,0.1,48735.995492187,1.0,13.5,54.0,8246.130437,98.0,2000,4363.0
1555,Madagascar,Developing,65.1,29.0,0.01,73.0,3,73.0,3.4,73.0,0.3,530.861120641159,7.2,10.3,2.0,5.339065673,225.0,2014,2358981.0
1556,Madagascar,Developing,64.7,29.0,0.87,74.0,6,73.0,4.15,74.0,0.4,541.06605856927,7.3,10.3,19.5,79.50882493,23.0,2013,22961146.0
1557,Madagascar,Developing,64.3,30.0,0.87,7.0,2,71.0,3.46,7.0,0.4,518.15295430212,7.4,10.2,19.0,59.97914461,235.0,2012,22346573.0
1558,Madagascar,Developing,63.8,31.0,0.97,73.0,0,73.0,4.24,73.0,0.4,531.265498542052,7.5,10.2,18.5,78.79967196,241.0,2011,21743949.0
1559,Madagascar,Developing,63.3,32.0,1.03,7.0,1,70.0,4.86,7.0,0.5,471.959197029823,7.6,10.2,18.0,76.60442169,248.0,2010,2115164.0
1560,Madagascar,Developing,62.8,33.0,0.91,77.0,0,76.0,4.7,77.0,0.5,467.539800351514,7.7,9.7,17.6,71.16601203,254.0,2009,2569121.0
1561,Madagascar,Developing,62.3,34.0,0.68,77.0,3,77.0,4.5,77.0,0.5,536.351379012958,7.8,9.4,17.1,6.448762615,259.0,2008,19996469.0
1562,Madagascar,Developing,61.9,35.0,0.71,84.0,0,83.0,4.98,84.0,0.6,438.65551579131,7.9,9.1,16.7,55.43034455,261.0,2007,19433523.0
1563,Madagascar,Developing,61.4,36.0,0.68,82.0,2,83.0,5.11,85.0,0.6,338.751198261085,8.0,9.0,16.3,38.41870375,263.0,2006,1888268.0
1564,Madagascar,Developing,69.0,37.0,0.72,81.0,0,80.0,5.3,85.0,0.6,319.537475081164,8.1,8.9,15.8,33.74786198,265.0,2005,18336724.0
1565,Madagascar,Developing,64.0,38.0,0.81,71.0,35558,74.0,4.89,78.0,0.6,284.48772631736,8.2,8.7,15.4,23.72796328,267.0,2004,1782997.0
1566,Madagascar,Developing,59.9,40.0,0.93,61.0,62233,65.0,4.81,66.0,0.7,368.797236936755,8.3,8.5,15.0,37.12894787,268.0,2003,17279141.0
1567,Madagascar,Developing,59.3,41.0,0.9,51.0,10795,61.0,5.29,62.0,0.7,319.216378750957,8.5,8.3,14.7,47.5262138,271.0,2002,16765117.0
1571,Malawi,Developing,57.6,27.0,0.01,91.0,3,87.0,11.38,91.0,5.1,371.269521706741,6.5,10.7,19.2,59.48744893,377.0,2014,1768838.0
1572,Malawi,Developing,56.7,29.0,0.01,89.0,1,89.0,1.96,89.0,6.3,348.429873679261,6.5,10.7,18.8,55.83107625,394.0,2013,16577147.0
1573,Malawi,Developing,55.3,31.0,0.01,96.0,11,95.0,12.6,96.0,8.3,391.561705197224,6.6,10.7,18.4,82.76865922,42.0,2012,169735.0
1574,Malawi,Developing,54.1,32.0,1.23,97.0,26,97.0,11.67,97.0,11.2,534.951050199388,6.7,10.6,18.0,13.77617463,441.0,2011,15627618.0
1575,Malawi,Developing,52.9,35.0,1.08,93.0,118712,86.0,1.5,93.0,13.7,478.668688469613,6.8,10.2,17.6,9.728005297,462.0,2010,1516795.0
1576,Malawi,Developing,51.5,36.0,1.16,93.0,21,93.0,1.18,93.0,14.9,438.211856815356,6.9,9.9,17.3,7.915071248,491.0,2009,1471462.0
1577,Malawi,Developing,50.0,36.0,1.27,91.0,20,92.0,1.7,91.0,16.9,387.60572119129,7.0,9.6,16.9,74.34482999,525.0,2008,14271234.0
1578,Malawi,Developing,48.5,37.0,1.18,87.0,143,88.0,9.31,87.0,19.3,332.259094554424,7.1,9.7,16.6,4.269511381,559.0,2007,1384969.0
1579,Malawi,Developing,47.1,38.0,1.18,99.0,1,99.0,8.99,99.0,21.1,308.163618229107,7.3,9.6,16.2,6.847033785,587.0,2006,13429262.0
1580,Malawi,Developing,46.0,39.0,1.04,93.0,184,94.0,8.2,93.0,22.4,289.555214787188,7.4,9.7,15.9,5.670640102,66.0,2005,1339711.0
1581,Malawi,Developing,45.1,40.0,1.11,89.0,1116,94.0,7.82,89.0,23.4,282.567107568989,7.5,10.0,15.5,58.13583343,615.0,2004,1267638.0
1582,Malawi,Developing,44.6,43.0,1.08,84.0,167,85.0,6.35,84.0,24.2,267.399011935959,7.6,10.3,15.2,4.375316094,613.0,2003,12336687.0
1583,Malawi,Developing,44.0,46.0,1.1,64.0,92,79.0,4.82,64.0,24.7,298.433410422534,7.7,10.4,14.8,3.885394742,67.0,2002,1213711.0
1587,Malaysia,Developing,74.8,4.0,0.52,96.0,221,97.0,4.17,97.0,0.1,11319.0619448482,7.6,13.0,39.5,721.3655432,126.0,2014,322817.0
1588,Malaysia,Developing,74.6,3.0,0.53,96.0,195,97.0,4.2,97.0,0.1,10970.1042996033,7.8,12.9,38.5,110.6779711,128.0,2013,2976724.0
1589,Malaysia,Developing,74.5,3.0,0.53,97.0,1868,97.0,4.1,97.0,0.1,10817.4317100783,7.9,12.9,37.4,101.609245,129.0,2012,2917456.0
1590,Malaysia,Developing,74.3,3.0,0.51,96.0,1569,96.0,3.89,96.0,0.1,10399.3702125714,8.0,13.0,36.3,9.23002632,13.0,2011,28635128.0
1591,Malaysia,Developing,74.1,3.0,0.49,96.0,73,96.0,3.99,96.0,0.1,9040.56849464524,8.2,12.8,35.3,65.56659662,131.0,2010,28112289.0
1592,Malaysia,Developing,74.0,3.0,0.47,96.0,153,97.0,3.97,97.0,0.1,7292.4949731478,8.3,12.6,34.4,431.5452472,131.0,2009,2765383.0
1593,Malaysia,Developing,73.8,3.0,0.47,97.0,334,97.0,3.47,97.0,0.1,8474.58776222379,8.5,12.5,33.4,438.4519214,132.0,2008,2711169.0
1594,Malaysia,Developing,73.7,3.0,0.43,96.0,394,97.0,3.61,97.0,0.1,7243.45680069813,8.7,12.3,32.5,409.9812523,133.0,2007,26625845.0
1595,Malaysia,Developing,73.6,3.0,0.42,95.0,564,95.0,3.65,95.0,0.1,6209.12616705899,8.8,12.7,31.6,365.9113978,134.0,2006,26143566.0
1596,Malaysia,Developing,73.4,3.0,0.46,96.0,1407,96.0,3.29,96.0,0.1,5587.02477972975,9.0,12.9,3.7,297.5913833,135.0,2005,25659393.0
1597,Malaysia,Developing,73.2,3.0,0.49,94.0,5729,95.0,3.74,95.0,0.1,4952.21395799046,9.2,12.7,29.8,315.6639322,137.0,2004,2517419.0
1598,Malaysia,Developing,73.1,3.0,0.48,95.0,632,96.0,3.95,96.0,0.1,4461.84732546759,9.3,12.1,28.8,264.2496129,138.0,2003,2468873.0
1599,Malaysia,Developing,72.9,4.0,0.49,95.0,408,94.0,3.4,94.0,0.1,4165.72610363859,9.5,12.0,27.9,216.7029481,14.0,2002,24198811.0
1600,Malaysia,Developing,72.7,4.0,0.53,95.0,2198,95.0,3.4,96.0,0.1,3913.42938647946,9.7,11.9,27.0,210.2417002,144.0,2001,2369897.0
1601,Malaysia,Developing,72.4,4.0,0.54,97.0,6187,98.0,3.4,98.0,0.1,4043.66292312877,9.8,11.6,26.0,23.37167228,149.0,2000,2318568.0
1603,Maldives,Developing,78.2,0.0,0.01,99.0,0,99.0,13.73,99.0,0.1,8499.30714783649,13.6,12.7,26.2,2051.748615,62.0,2014,41.0
1604,Maldives,Developing,77.9,0.0,0.01,99.0,0,99.0,11.16,99.0,0.1,7928.47644265061,13.7,12.4,25.1,1626.591186,64.0,2013,393.0
1605,Maldives,Developing,77.6,0.0,0.01,99.0,0,99.0,9.16,99.0,0.1,7265.72339947372,13.8,12.1,24.1,1259.940376,65.0,2012,385.0
1606,Maldives,Developing,77.3,0.0,1.92,96.0,0,96.0,8.11,96.0,0.1,7291.46596660877,13.9,11.8,23.1,1079.893546,67.0,2011,377.0
1607,Maldives,Developing,76.7,0.0,1.83,97.0,0,97.0,7.93,96.0,0.1,7076.73982087196,14.0,11.6,22.1,91.13971812,73.0,2010,367.0
1608,Maldives,Developing,76.3,0.0,1.59,98.0,6,98.0,9.22,98.0,0.1,6636.54387067016,14.1,11.8,21.2,100.503021,75.0,2009,36.0
1609,Maldives,Developing,75.9,0.0,1.76,98.0,0,98.0,9.3,98.0,0.1,6614.23617985838,14.2,11.8,2.3,1077.712092,81.0,2008,362.0
1610,Maldives,Developing,75.4,0.0,1.78,98.0,20,98.0,6.64,98.0,0.1,5574.40198148264,14.3,11.9,19.5,6.491488598,82.0,2007,349.0
1611,Maldives,Developing,75.0,0.0,1.62,98.0,47,98.0,7.37,98.0,0.1,4809.93374014089,14.3,12.0,18.7,659.8499118,88.0,2006,333.0
1612,Maldives,Developing,74.3,0.0,1.47,98.0,1395,98.0,9.52,98.0,0.1,3640.0121322011,14.4,12.1,18.0,620.9518909,93.0,2005,321.0
1613,Maldives,Developing,73.4,0.0,1.6,97.0,37,96.0,5.89,96.0,0.1,3941.43113584887,14.5,12.2,17.3,611.9093566,16.0,2004,312.0
1614,Maldives,Developing,72.7,0.0,1.75,98.0,75,98.0,5.9,98.0,0.1,3476.00627289952,14.6,11.8,16.7,491.4978908,112.0,2003,34.0
1615,Maldives,Developing,71.8,0.0,1.95,98.0,926,98.0,5.78,98.0,0.1,3049.20798137227,14.6,12.0,16.2,4.299053392,124.0,2002,297.0
1616,Maldives,Developing,78.0,0.0,1.98,98.0,0,97.0,5.84,98.0,0.1,3039.30277623858,14.7,11.8,15.6,41.30688803,129.0,2001,292.0
1617,Maldives,Developing,69.6,0.0,1.83,96.0,20,98.0,8.0,98.0,0.1,2234.59586137462,14.8,11.3,15.2,300.1621026,139.0,2000,286.0
1619,Mali,Developing,57.8,52.0,0.01,73.0,290,74.0,6.86,73.0,1.6,848.279042956769,7.9,8.2,23.2,46.56231672,272.0,2014,16962846.0
1620,Mali,Developing,57.3,53.0,0.01,69.0,221,70.0,6.58,69.0,1.6,805.03397960822,8.1,8.0,22.5,36.86104319,275.0,2013,16477818.0
1621,Mali,Developing,57.2,53.0,0.01,66.0,341,72.0,6.47,66.0,1.5,778.625269510972,8.3,7.7,21.9,96.5465827,27.0,2012,16667.0
1622,Mali,Developing,56.8,54.0,0.61,66.0,24,72.0,6.59,66.0,1.5,837.605820999201,8.5,7.5,21.3,101.8113996,271.0,2011,1554989.0
1623,Mali,Developing,56.5,54.0,0.6,72.0,1719,77.0,6.35,73.0,1.5,710.274249372168,8.8,7.3,2.7,9.585584394,273.0,2010,157585.0
1624,Mali,Developing,56.0,55.0,0.59,71.0,2939,77.0,6.85,73.0,1.6,701.712040297053,9.0,7.1,2.2,84.63438925,276.0,2009,1466597.0
1625,Mali,Developing,55.5,55.0,0.57,74.0,98,74.0,6.74,74.0,1.6,697.087868500301,9.2,5.8,19.6,102.1413744,278.0,2008,14138216.0
1626,Mali,Developing,55.0,56.0,0.55,74.0,2,76.0,6.97,74.0,1.7,597.479838805985,9.4,6.4,19.0,81.8405007,282.0,2007,1367566.0
1627,Mali,Developing,54.3,57.0,0.53,9.0,128,79.0,6.56,78.0,1.8,523.043008265274,9.7,6.1,18.5,67.70920683,288.0,2006,1322764.0
1628,Mali,Developing,53.6,57.0,0.55,83.0,33,78.0,6.34,77.0,1.9,489.022820909143,9.9,5.8,18.0,60.21211141,29.0,2005,12798763.0
1629,Mali,Developing,52.8,58.0,0.49,73.0,172,70.0,6.28,69.0,2.0,440.958449506518,1.1,5.5,17.5,57.11644801,296.0,2004,1239196.0
1630,Mali,Developing,52.0,59.0,0.54,79.0,232,67.0,6.25,63.0,2.2,393.406772956044,1.3,5.2,17.0,6.660451777,299.0,2003,125128.0
1635,Malta,Developed,81.4,0.0,8.49,9.0,0,99.0,9.75,99.0,0.1,26754.2684451944,0.8,14.3,69.2,409.6000248,55.0,2014,427364.0
1636,Malta,Developed,81.1,0.0,8.58,94.0,0,99.0,9.89,99.0,0.1,24771.0765781929,0.8,14.2,68.8,374.2947283,57.0,2013,423374.0
1637,Malta,Developed,81.0,0.0,7.67,93.0,0,99.0,9.95,99.0,0.1,22527.6367563271,0.8,14.1,68.4,343.123395,58.0,2012,419455.0
1638,Malta,Developed,87.0,0.0,6.91,82.0,3,96.0,9.6,96.0,0.1,23155.5547893882,0.8,14.8,68.0,3601.287457,59.0,2011,416268.0
1639,Malta,Developed,83.0,0.0,7.91,75.0,0,76.0,8.3,76.0,0.1,21799.1742559798,0.8,14.6,67.6,278.0687051,62.0,2010,41458.0
1640,Malta,Developed,82.0,0.0,7.38,86.0,1,73.0,8.33,73.0,0.1,21083.2771462998,0.8,14.4,67.1,335.5180568,63.0,2009,412477.0
1641,Malta,Developed,80.0,0.0,7.14,86.0,1,72.0,8.15,72.0,0.1,22205.3568142179,0.7,14.6,66.6,2655.573684,64.0,2008,49379.0
1642,Malta,Developed,79.6,0.0,7.45,82.0,2,76.0,8.36,74.0,0.1,19485.8711939782,0.7,14.4,66.1,2578.888314,65.0,2007,46724.0
1643,Malta,Developed,79.3,0.0,8.84,86.0,1,83.0,8.93,85.0,0.1,16723.8841811168,0.7,14.8,65.6,2380.699796,66.0,2006,4538.0
1644,Malta,Developed,79.0,0.0,6.41,85.0,6,94.0,8.83,92.0,0.1,15888.1723209834,0.7,14.8,65.0,2247.035692,67.0,2005,43834.0
1645,Malta,Developed,78.7,0.0,6.53,85.0,4,89.0,8.46,89.0,0.1,15197.056707914,0.7,14.2,64.5,203.3157499,69.0,2004,41268.0
1646,Malta,Developed,78.5,0.0,6.7,89.0,4,94.0,8.6,94.0,0.1,13669.497117709,0.7,13.8,63.9,1678.392773,71.0,2003,398582.0
1652,Mauritania,Developing,63.0,8.0,0.01,84.0,14,84.0,3.77,84.0,0.9,1677.10901942794,8.0,8.5,3.1,80.92679802,26.0,2014,46392.0
1653,Mauritania,Developing,62.7,8.0,0.01,8.0,62,80.0,3.63,8.0,1.1,1892.09400026444,8.1,8.2,29.4,8.88028118,28.0,2013,394617.0
1654,Mauritania,Developing,62.5,8.0,0.01,8.0,35,80.0,3.36,8.0,1.2,1815.21893947923,8.3,7.8,28.8,62.48419552,29.0,2012,383239.0
1655,Mauritania,Developing,62.2,8.0,0.01,75.0,234,73.0,2.87,75.0,1.2,1879.77247186677,8.5,7.7,28.1,79.27658464,212.0,2011,3717672.0
1656,Mauritania,Developing,62.0,8.0,0.01,64.0,1292,52.0,3.28,64.0,1.2,1610.92160333629,8.7,7.6,27.4,8.353074798,214.0,2010,369543.0
1657,Mauritania,Developing,61.7,8.0,0.01,64.0,322,63.0,3.79,64.0,1.2,1389.33853309998,8.9,7.1,26.8,11.14504291,215.0,2009,356288.0
1658,Mauritania,Developing,61.4,8.0,0.02,74.0,4,73.0,3.23,74.0,1.3,1579.51154806573,9.2,7.2,26.1,61.76263795,217.0,2008,347541.0
1659,Mauritania,Developing,61.2,8.0,0.02,74.0,11,75.0,3.54,75.0,1.3,1357.12428510502,9.4,7.4,25.5,7.35400072,219.0,2007,3312665.0
1660,Mauritania,Developing,69.0,8.0,0.01,68.0,22,68.0,3.21,68.0,1.3,1259.54150505961,9.6,7.2,24.8,55.79836969,221.0,2006,322653.0
1661,Mauritania,Developing,66.0,8.0,0.01,42.0,127,71.0,4.21,71.0,1.3,970.842360719242,9.8,7.2,24.2,55.12187071,223.0,2005,31372.0
1668,Mauritius,Developing,74.2,0.0,0.01,97.0,0,98.0,4.81,97.0,0.1,10153.9326919124,7.0,14.7,32.8,115.2784282,148.0,2014,126934.0
1669,Mauritius,Developing,74.1,0.0,0.01,98.0,0,98.0,4.82,98.0,0.1,9637.01572897807,7.0,14.7,32.3,917.467628,147.0,2013,1258653.0
1670,Mauritius,Developing,73.9,0.0,0.01,98.0,0,98.0,4.76,98.0,0.1,9291.23637906451,7.1,14.3,31.8,915.1859205,154.0,2012,1255882.0
1671,Mauritius,Developing,73.6,0.0,3.03,98.0,2,98.0,5.2,98.0,0.1,9197.04299089459,7.1,14.1,31.3,918.807245,158.0,2011,125244.0
1672,Mauritius,Developing,73.3,0.0,2.95,99.0,12,99.0,5.29,99.0,0.2,8000.37643182154,7.2,14.0,3.7,0.108055973,163.0,2010,1254.0
1673,Mauritius,Developing,72.8,0.0,2.83,99.0,15,99.0,4.97,99.0,0.1,7318.12640972422,7.3,13.8,3.2,624.2361828,166.0,2009,1247429.0
1674,Mauritius,Developing,72.7,0.0,2.49,99.0,12,99.0,4.6,99.0,0.1,8030.06300537304,7.4,13.6,29.7,6.6489825,166.0,2008,1244121.0
1675,Mauritius,Developing,72.9,0.0,3.24,97.0,13,96.0,4.24,97.0,0.1,6574.65433811493,7.5,13.5,29.1,582.5143743,161.0,2007,123963.0
1676,Mauritius,Developing,71.8,0.0,3.73,97.0,3,98.0,4.38,97.0,0.1,5695.96932704928,7.6,13.4,28.6,502.3844946,165.0,2006,1233996.0
1677,Mauritius,Developing,72.1,0.0,3.94,97.0,7,97.0,4.47,97.0,0.1,5282.90602155635,7.7,13.0,28.0,479.9234077,168.0,2005,1228254.0
1678,Mauritius,Developing,71.9,0.0,4.16,98.0,28,98.0,4.29,98.0,0.1,5388.06578367365,7.8,12.8,27.5,509.3899943,168.0,2004,12213.0
1679,Mauritius,Developing,71.5,0.0,4.08,97.0,777,99.0,4.15,99.0,0.1,4793.71817900161,7.9,12.6,26.9,407.779262,174.0,2003,121337.0
1680,Mauritius,Developing,71.5,0.0,4.14,88.0,0,88.0,4.24,88.0,0.1,4018.94889731864,7.9,12.5,26.4,369.6317105,179.0,2002,124621.0
1681,Mauritius,Developing,71.5,0.0,4.38,92.0,0,93.0,3.87,92.0,0.1,3856.62522686864,8.0,12.2,25.8,70.15536981,177.0,2001,1196287.0
1682,Mauritius,Developing,71.0,0.0,4.6,88.0,0,88.0,3.78,88.0,0.1,3929.07549503364,8.1,12.1,25.3,336.3213326,177.0,2000,1186873.0
1684,Mexico,Developing,76.6,31.0,5.26,84.0,3,87.0,6.3,87.0,0.1,10928.9160089988,1.6,13.1,62.8,168.173753,122.0,2014,1242216.0
1685,Mexico,Developing,76.6,32.0,5.23,82.0,0,83.0,6.3,83.0,0.1,10725.1835873796,1.6,12.9,62.1,150.408875,12.0,2013,122535969.0
1686,Mexico,Developing,76.3,33.0,5.29,99.0,0,99.0,6.21,99.0,0.1,10241.727828043,1.6,12.7,61.5,112.696486,123.0,2012,1282837.0
1687,Mexico,Developing,76.1,34.0,5.3,98.0,3,97.0,6.4,97.0,0.1,10203.4212952716,1.6,12.6,6.8,1117.196097,124.0,2011,119917.0
1688,Mexico,Developing,75.6,35.0,5.21,93.0,0,95.0,6.39,95.0,0.1,9271.39839576997,1.6,12.5,6.1,1033.039737,127.0,2010,117318941.0
1689,Mexico,Developing,75.7,36.0,5.27,95.0,0,95.0,6.6,95.0,0.1,8002.97217765844,1.7,12.5,59.4,881.7364327,13.0,2009,11555228.0
1690,Mexico,Developing,75.6,37.0,5.36,97.0,0,96.0,6.6,96.0,0.1,10016.5712139986,1.7,12.3,58.7,159.8772264,127.0,2008,11366189.0
1691,Mexico,Developing,76.0,38.0,5.35,98.0,0,98.0,5.92,98.0,0.1,9642.68051672231,1.7,12.3,57.9,105.7476131,123.0,2007,111836346.0
1692,Mexico,Developing,75.8,40.0,5.11,98.0,23,98.0,5.83,98.0,0.1,9068.29421839425,1.8,12.2,57.2,980.2537444,125.0,2006,1192378.0
1693,Mexico,Developing,75.3,42.0,4.93,98.0,6,98.0,6.4,98.0,0.1,8277.67156384567,1.8,12.2,56.4,998.3498049,126.0,2005,18472228.0
1694,Mexico,Developing,75.4,44.0,4.9,98.0,64,98.0,6.11,98.0,0.1,7484.486398707,1.8,12.1,55.7,920.8284115,124.0,2004,16995583.0
1695,Mexico,Developing,75.0,46.0,4.88,98.0,44,98.0,6.2,98.0,0.1,7075.36964299974,1.9,11.9,54.9,781.2062828,127.0,2003,1564453.0
1696,Mexico,Developing,75.0,49.0,4.77,97.0,0,98.0,5.52,97.0,0.1,7593.1373448964,1.9,11.6,54.1,12.1859723,127.0,2002,1435568.0
1697,Mexico,Developing,75.0,52.0,4.86,97.0,3,97.0,5.35,97.0,0.1,7544.56872335784,1.9,11.6,53.2,13.31109532,126.0,2001,136768.0
1698,Mexico,Developing,74.8,55.0,4.99,97.0,30,97.0,4.98,97.0,0.1,7157.81449985734,2.0,11.4,52.4,10.22840118,129.0,2000,11719673.0
1717,Mongolia,Developing,68.4,1.0,0.01,99.0,0,99.0,4.73,99.0,0.1,4158.52147149753,2.2,14.8,51.5,281.0023992,225.0,2014,2923896.0
1718,Mongolia,Developing,68.1,1.0,0.01,98.0,0,98.0,4.21,98.0,0.1,4366.08953699572,2.2,14.7,5.4,241.1958645,227.0,2013,286917.0
1719,Mongolia,Developing,67.8,1.0,0.01,99.0,0,99.0,4.22,99.0,0.1,4351.88846071215,2.2,14.7,49.2,253.8285861,231.0,2012,2814226.0
1720,Mongolia,Developing,67.3,1.0,0.01,99.0,0,99.0,4.45,99.0,0.1,3757.56541460408,2.2,14.6,48.0,257.8403154,235.0,2011,2761516.0
1721,Mongolia,Developing,66.3,1.0,5.8,96.0,7,96.0,4.7,96.0,0.1,2643.28708316435,2.2,14.3,46.9,22.31624272,25.0,2010,271265.0
1722,Mongolia,Developing,66.9,1.0,4.61,97.0,8,96.0,5.29,95.0,0.1,1714.3618273845,2.2,13.8,45.9,134.1678932,235.0,2009,2668289.0
1723,Mongolia,Developing,67.4,2.0,4.26,96.0,31,95.0,5.58,96.0,0.1,2136.56240185072,2.2,13.4,44.9,181.0123284,225.0,2008,2628131.0
1724,Mongolia,Developing,65.9,2.0,3.79,98.0,12,99.0,5.6,95.0,0.1,1632.72758172733,2.2,13.0,43.9,126.698109,26.0,2007,259167.0
1725,Mongolia,Developing,65.0,2.0,2.91,98.0,26,98.0,4.68,99.0,0.1,1334.21272417801,2.2,12.7,43.0,122.1206485,271.0,2006,255812.0
1726,Mongolia,Developing,64.5,2.0,2.75,98.0,0,99.0,5.9,99.0,0.1,998.829388045669,2.3,11.8,42.1,98.68367951,274.0,2005,2526446.0
1727,Mongolia,Developing,64.0,2.0,1.75,98.0,0,99.0,5.99,99.0,0.1,797.977726310822,2.3,11.2,41.3,73.24150483,284.0,2004,2496832.0
1728,Mongolia,Developing,64.0,2.0,1.31,98.0,18,98.0,6.18,98.0,0.1,646.192471046652,2.4,10.5,4.5,56.05686428,271.0,2003,2469286.0
1729,Mongolia,Developing,63.8,2.0,2.43,98.0,1205,98.0,5.81,98.0,0.1,571.594978994912,2.4,10.1,39.8,55.60878216,263.0,2002,2443659.0
1730,Mongolia,Developing,63.2,2.0,2.87,95.0,10677,95.0,5.45,95.0,0.1,524.054008363595,2.5,9.4,39.1,61.84921903,266.0,2001,2419776.0
1731,Mongolia,Developing,62.8,2.0,2.79,93.0,925,94.0,4.92,94.0,0.1,474.217094319837,2.6,8.9,38.5,56.431387,274.0,2000,2397436.0
1749,Morocco,Developing,74.1,18.0,0.43,99.0,10,99.0,5.91,99.0,0.1,3171.69919227376,6.4,12.1,57.5,198.7343495,96.0,2014,3431882.0
1750,Morocco,Developing,73.9,18.0,0.45,99.0,92,99.0,5.94,99.0,0.1,3121.68008083643,6.4,12.1,56.5,179.8598949,97.0,2013,33824769.0
